,Başlık,İçerik,Kategori
91,Çizgili sırtlan fotokapanla görüntülendi,"Tarım ve Orman Bakanı İbrahim Yumaklı, fotokapana yansıyan çizgili sırtlanın görüntülerini paylaştı.",Yaşam
92,Sarıkamış Kayak Merkezi turistlerin gözdesi oldu,"Yarıyıl tatilini dolu dolu geçiren Sarıkamış'a son zamanlarda İran'dan gelen kayakseverler, sarıçam ormanları arasında uzun pistlerde kayak yapmanın keyfini yaşıyor.",Yaşam
93,Ege'nin köklü el dokumaları kurulan merkezde yaşatılıyor,"Milli Eğitim Bakanlığı Hayat Boyu Öğrenme Genel Müdürlüğüne bağlı İzmir Olgunlaşma Enstitüsü bünyesinde açılan Dokuma Merkezi'nde, Ege Bölgesi'nin unutulmaya yüz tutmuş renkli dokumaları, yeniden üretilerek gelecek nesillere aktarılıyor.",Yaşam
94,Depremzedelerle 'acıdan doğan kardeşlik' bir ömür sürsün istiyorlar,"Karaman'ın Ermenek ilçesindeki maden ocağında çalışan işçiler, 6 Şubat depremlerinin etkilediği Hatay'da, enkazdan kurtardığı ve yakınlarının cenazesini çıkardığı depremzedeleri, ailelerinden biri gibi görüyor.",Yaşam
95,Koruma altındaki Kaçeli koyunları İzmir'deki yaşam parkında yavruladı,"İzmir'deki yaşam parkında, hassas koruma programı uygulanan Kaçeli türü koyunlar ilk kez yavruladı.",Yaşam
96,Türkiye'nin yaşlı nüfus oranı ilk kez çift hanede,"Türkiye'de yaşlı nüfusun toplam nüfus içindeki oranı, 2023'te yüzde 10,2'ye çıkarak Cumhuriyet tarihinde ilk kez çift haneyi gördü. Yaşlı nüfusunun en fazla olduğu il 1 milyon 238 bin 899 ile İstanbul olurken, bu ili 576 bin 209 ile Ankara, 573 bin 856 ile İzmir izledi.",Yaşam
97,"""Yağmur'un şarkısı"" depremden etkilenen illerde zil sesi olsun istiyorlar",Hatay'da depremde hayatını kaybeden ortaokul öğrencisi Yağmur Rifaioğlu'nun sözlerini yazdığı şarkının afetten etkilenen 11 ildeki okullarda şubat ayında zil sesi yapılması için öğretmenleri Milli Eğitim Bakanlığı'na başvuracak.,Yaşam
98,Depremde ulaşımın kesildiği köyde helikopterle kurtarılmışlardı,"9 aylık hamile Leyla Bilsin, depremi tam merkez üssünde yaşadı. Kahramanmaraş'ın Pazarcık ilçesindeki evinde yaşadığı korku doğum sancılarını başlattı. Askeri helikopterle hastaneye yetiştirildi. Dünyaya getirdiği kız bebeğe Menesa Gökçe adı verildi.",Yaşam
99,"Çocukların aileyle uyuması: Alışkanlık mı, güvende hissetme ihtiyacı mı?","Çocukların büyük kısmı büyüme sürecinde anne ve babaları ile uyumak ister. Bunun en önemli nedeni, anne ve baba ile kendilerini daha güvende hissetmeleri. Uzmanlara göre ise çocukların kendi odalarında uyumaya alıştırılması gerekiyor.",Yaşam
100,Oyuncak kamyonuna kepçeden toprak istedi,"Sokakta yapılan çalışmayı gören minik Barlas, oyuncak kamyonunu götürerek içine toprak dökülmesini istedi. İşçiler çocuğun isteğini geri çevirmedi.",Yaşam
101,Mezun olduğu köy okulunda eşiyle öğretmenlik yapıyor,"Artvin'in köyündeki, okuma yazmayı öğrendiği okuluna eşiyle öğretmen olarak atanan Nurullah Demir, kendi oturduğu sıralardaki öğrencilere eğitim vermenin mutluluğunu yaşıyor.",Yaşam
102,"""Eskimo usulü"" balıkçılıkla ekmeklerini buzun altından çıkarıyorlar","Kars'ın Susuz ilçesinde tamamen buzla kaplanan Aygır Gölü'nde yıllardır ""Eskimo usulü"" balık avcılığı yapılıyor.",Yaşam
103,Türkiye'yi sıcak ve yağışlı bir bahar bekliyor,"Türkiye genelinde, bahar aylarında sıcaklıkların mevsim normallerinin üzerinde seyretmesi ve yağışlı geçmesi bekleniyor.",Yaşam
104,Sigara kalbe büyük zarar veriyor,"Kanser başta olmak üzere pek çok hastalığa sebep olan sigara, kalbi de olumsuz yönde etkiliyor. Uzmanlar, sigaranın kalp krizi riskini artıran ciddi bir neden olduğunu ifade ediyor.",Yaşam
105,Hafta sonu hava nasıl olacak?,"Yurdun büyük bir bölümünde bahar havası hakim. Sıcaklık pek çok ilde mevsim normallerinin üstünde seyrediyor. Ancak hafta sonu Ege ve Akdeniz'de yağış etkili olacak. Meteoroloji Genel Müdürlüğü, yurdun doğu kesimlerinde ise çığ tehlikesine karşı uyarıyor.",Yaşam
106,Antakya'nın Uzun Çarşısı esnafın çabasıyla ayağa kalkıyor,Antakya’nın can damarı olan Uzun Çarşı’nın yeniden toparlanmasında bölge esnafı önemli rol oynuyor.,Yaşam
107,Fotokapanlar kaçak avcıları da izliyor,"Dondurucu soğukların etkili olduğu Erzurum'da Doğa Koruma ve Milli Parklar ekipleri, arazilere kurdukları fotokapanlardan gelen anlık görüntülerle kaçak avcılarla mücadele edip yaban hayatını koruyor.",Yaşam
108,Türk Kızılay Elbistan'a 100. Yıl Kütüphanesi açtı,"Türk Kızılay, 6 Şubat depreminin merkez üssü Kahramanmaraş'ın Elbistan ilçesinde 100. Yıl Kütüphanesi açtı.",Yaşam
109,Adıyaman'ın güzel yürekli adamı: İmkanım olsa daha fazlasını yapardım,"Adıyamanlı Sami Ünsal, asrın felaketinin hemen sonrasında afet bölgesine koşan arama kurtarma ekiplerine yardım etmiş, hasar alan evinin bahçesindeki tulumba ve tuvaleti ekiplerin kullanımına açmıştı. Temiz su bulmanın güç olduğu o günlerde ekiplere destek olmuştu. Sami Ünsal, geçen bir yılın ardından yeni hayatına alışmaya çalışıyor.",Yaşam
110,"Evi ve dükkanı yıkılınca konteyner kentin ""bakkal amcası"" oldu","Kahramanmaraş merkezli 6 Şubat'taki depremlerde Osmaniye'de evi ve bakkal dükkanı yıkılan Sabahattin Pınar, ailesiyle yaşamaya başladığı konteyner kentteki bir konteyneri bakkala dönüştürerek, ekmeğini kazanıyor.",Yaşam
111,Sağlıkçılar bir can daha kurtarmak için depremde cansiparane çalıştı,"Sağlıkçılar asrın felaketinde en büyük rolü oynayan meslek gruplarından birisiydi. Kimisi 90 yaşındaki annesini evde bırakıp hastaneye koştu, kimi ise bebeğini kucağına alarak acil servisin yolunu tuttu. Depremin ardından insanları hayatta tutmaya çalışan kahramanlar sağlıkçılar, o günleri unutamıyor.",Yaşam
112,Kahraman köpek 'Proteo'nun hatırası yaşatılıyor,Asrın felaketinde arama kurtarma faaliyetlerinde insanlar kadar can dostlarımız da büyük rol oynadı. Onlardan birisi de Meksika'dan afet bölgesine getirilen Proteo. Birçok insanın kurtarılmasında rol oynayan kahraman köpek Proteo geçirdiği rahatsızlık sonucu deprem bölgesinde hayatını kaybetti. Şimdi onun hatırası Adıyaman'da yaşatılıyor.,Yaşam
113,Gala Gölü Milli Parkı'nda kuş gözlemi yapıldı,Meriç Deltası Sulak Alanı içerisinde bulunan Gala Gölü Milli Parkı'nda kuş gözlemi yapıldı.,Yaşam
114,"Asrın felaketinden, asrın dayanışmasına...",Asrın felaketi olarak literatüre giren 6 Şubat depremlerinin birinci yılı... Kahramanmaraş'ın Pazarcık ve Elbistan ilçeleri merkezli iki deprem 500 atom bombası gücündeydi. Sarsıntılar 11 ili ve 14 milyon nüfusu doğrudan etkiledi. 53 binden fazla kişi hayatını kaybetti.,Yaşam
115,"Yeni doğum yapan eşini depremde kaybetti, ikizlerine hem anne hem baba oldu","Yeni doğum yapan karısını Kahramanmaraş'ta 6 Şubat'taki depremde kaybeden Ali Tapanç, afetten kurtulan 1 yaşındaki ikiz bebekleriyle yaşamını sürdürüyor.",Yaşam
116,"Okullarda ""Yağmur'un Şarkısı"" söylenecek","Hatay’da, 7’nci sınıf öğrencisi Yağmur, yazdığı çocuk şarkısını sahnede seslendirmek istedi ancak 6 Şubat’taki depremde hayatını kaybetti. Öğretmenleri tarafından ""Yağmur’un Şarkısı"" adıyla bestelenen şarkı, depremin yıldönümünde birçok okulda aynı anda söylenecek.",Yaşam
117,Ünlüler konteyner kentleri ziyaret etti,"İletişim Başkanlığının koordinasyonunda deprem bölgesini ziyaret eden ünlü isimler, konteyner kentte yaşayan depremzedelere moral verdi.",Yaşam
118,"Depremde annesini kaybetti, bir gün sonra doğan oğluyla hayata tutundu","Hatay'ın Defne ilçesinde 6 Şubat'taki ilk depremde yıkılan binanın enkazında annesinin hayatını kaybettiğini anladığı sırada doğum sancısı tutan eşini Mersin'deki hastaneye yetiştiren Cemil Serçe, bir yandan hüzün bir yandan buruk sevinç yaşadı.",Yaşam
119,Depremde enkaz altında kalan muhabir Burak Milli özlemle anılıyor,Kahramanmaraş merkezli 6 Şubat'taki depremlerde Hatay'ın İskenderun ilçesindeki evinin yıkılması sonucu eşi ve bebeğiyle hayatını kaybeden Anadolu Ajansı (AA) muhabiri Burak Milli özlemle anılıyor.,Yaşam
120,Depremden geriye kalan gitarını yanından ayırmıyor,"Kahramanmaraş merkezli depremlerin ardından Aydın'a yerleşen müzik eğitmeni Mustafa Aydın'ın, depremden geriye kalan ve yanından ayırmadığı gitarından çıkan acılı nağmeler yüreklere dokunuyor.",Yaşam
121,Hataylı minik depremzede protez bacağıyla yürüyor,"Kahramanmaraş merkezli depremlerde, Hatay'da annesiyle kaldığı enkazdan çıkarılan 3 yaşındaki Hasan Türk, Çukurova Üniversitesi Çocuk İyilik Merkezi aracılığıyla takılan protez bacakla yürüyor.",Yaşam
122,Gazal hemşire 6 Şubat'ta yine kuvözdeki bebeklerin başında olacak,"6 Şubat'taki deprem sırasında kuvözdeki bebekleri korumaya çalışırken kayıtlara geçen görüntüleriyle hatırlanan hemşirelerden Gazal Çalışkan, depremin birinci yılında yine bebeklerin başında olacak.",Yaşam
123,"Enkazda annesinin kucağında 72 saat kalan Hazal, öğretmen olmak istiyor","Hatay'da yıkılan bir apartmanın enkazından 72 saat sonra annesiyle kurtarılan 6 yaşındaki Hazal Güner, ailesinin yeni bir hayat kurduğu Mersin'de anaokuluna gidiyor, öğretmen olmanın hayalini kuruyor.",Yaşam
124,"Depremde iki çocuğunu kaybeden kuaför, çocukların saçını yaparak teselli arıyor","Kahramanmaraş merkezli depremlerin yıkıma neden olduğu Adıyaman'daki evinin enkazında kaybettiği iki çocuğunun saçını yanından ayırmayan kuaför Bilge Yaşar, konteyner kentteki çocukların saçlarını yaparak teselli arıyor.",Yaşam
125,Sağlıklı yaşam ve düzenli kontrol kanseri engelliyor,"Dünya Sağlık Örgütü'ne göre, 2050 yılına kadar 35 milyondan fazla yeni kanser vakası görülecek. Kanserden korunmanın yolu ise sağlıklı yaşam ve düzenli kontrolden geçiyor.",Yaşam
126,Enkaz altındaki oğlu yerine daha zor durumdaki öğrencileri kurtardı,"Kahramanmaraşlı itfaiye eri Hacı Murat Özsığınan'ın oğlu asrın felaketinde enkaz altında kaldı. Oğlunu kurtarmaya giden Özsığınan, yurtta diğer öğrencilerin daha zor durumda olduğunu gördü. Özsığınan kurtarma çalışmalarına oğlunun arkadaşlarından başladı. Evladına öncelik tanımayan Özsığınan'ın oğlunu farklı ekipler yaralı olarak enkazdan çıkardı.",Yaşam
127,Enkazdan üç gün sonra kurtuldu: Tek eliyle hayata tutunuyor,"Kahramanmaraş merkezli 6 Şubat depremlerinin yıkıma neden olduğu Adıyaman'da üç gün kaldığı evlerinin enkazında 2 çocuğu, annesi ve ablasını kaybeden Halit Özdemir, yaşadığı o anları gözyaşları içinde anlatıyor.",Yaşam
128,1 yıldır her gün ailesinin mezarına gidiyor: Sevdiklerim burada…,"6 Şubat depremlerinde eşi ve 2 çocuğunu kaybeden ve ailesinin Kahramanmaraş'taki mezarlığına 1 yıldır hediyeler götüren baba Emre Bozkurt, sevdiklerinin acısını ilk günkü gibi yaşıyor.",Yaşam
129,Ankara'da eşsiz bir hazine: Dünyada tek örnek,"Roma İmparatorluğu’nun kurucusu Augustus adına yapılan tapınak, Türkiye’ye gelen turistlerin gözdeleri arasında. Anıtı eşsiz kılan ise Roma’daki bronz kopyası eritilip kullanılınca dünyada tek örnek olarak kalan yazıtı. Dünyada bu büyüklükte ve iki dilde başka bir örneğinin olmadığı biliniyor.",Yaşam
130,"Darülaceze'den emekli oldu, gönüllü çalışmaya başladı","Hacer Altundaş, 31 yıl boyunca çalıştığı Darülaceze'den emekli oldu. Ancak işini bırakmadı. Gönüllü olarak hizmet etmeye başladı. İşte karşınızda Altundaş'ın hikayesi...",Yaşam
131,“Sulak Alanlar ve İnsanlık Refahı”,"2 Şubat dünyada ‘Sulak Alanlar Günü’ olarak kutlanıyor. Tarım ve Orman Bakanlığı, Türkiye’de 1,6 milyon hektar büyüklüğünde 6 bin 418 sulak alanın kayıt altına aldığını açıkladı. Bakanlık bu yılki temayı ise “Sulak Alanlar ve İnsanlık Refahı” olarak belirledi.",Yaşam
132,7 soruda insülin direnci,Sık görülen bir sağlık sorunu olan insülin direnci diyabetten Alzheimer’a pek çok hastalığa davetiye çıkarıyor. Önlemenin yolu ise yaşam tarzında yapılacak birkaç değişiklikten geçiyor.,Yaşam
133,"Depremde oğlunu, gelinini ve torunlarını kaybeden kadın mezarlıktan ayrılmıyor","Kahramanmaraş merkezli depremlerde oğlu ve gelini ile iki torununu kaybeden Azet Yılmaz, günün büyük bir bölümünü ailenin defnedildiği şehir mezarlığında geçiriyor. Mezarlığın evi haline geldiğini belirten yaşlı kadın, çocuklarını çok özlediğini söyledi.",Yaşam
134,Modern konutta eksik kalan parça: Yüklük,"Metrekareler küçülüyor, eşyalar artıyor. Pek çok alanda olduğu gibi evlerimizde de depolama ihtiyacı ve problemi giderek büyüyor. Uzmanlara göre küçük metrekarelere rağmen bu sorunu çözmek mümkün. Peki nasıl?",Yaşam
135,Yazar Mario Levi vefat etti,"Yazar, iletişim eğitmeni Mario Levi, 66 yaşında hayatını kaybetti.",Yaşam
136,Enkazdan 3 gün sonra çıkarılan Hacı Mehmet amcasına emanet,"Geçen yıl meydana gelen 6 Şubat depremlerinin merkez üssü Kahramanmaraş'ta en çok can kaybının yaşandığı yerlerden Ebrar Sitesi'nde ailesini kaybeden ve sol bacağından sakatlanan 13 yaşındaki Hacı Mehmet Tekçe, amcasının yanında hayata tutunmaya çalışıyor.",Yaşam
137,Depremzedeler psikososyal desteklerle hayata bağlanıyor,"6 Şubat depremlerinin ardından yakınlarını, evlerini kaybeden depremzedeler bölgede faaliyet gösteren sivil toplum örgütlerinin psikososyal destekleri ile yeniden sosyal hayata katılıyor.",Yaşam
138,"""Tamir Kafeler"" tüketim kültürünün değişmesini hedefliyor","İlki 2009'da Hollanda'da faaliyete geçen ve küresel bir hareket haline gelerek dünyanın çeşitli yerlerinde faaliyet gösteren 2 bin 500'ü aşkın Tamir Kafe, arızalı ürünlerin tamir edilip yeniden kullanılabilir hale getirilmesini, böylelikle tüketim kültürünün değiştirilmesini amaçlıyor.",Yaşam
139,Enkazda simit isteyen çocuk kendisini kurtaran ekibe minnettar,"Kahramanmaraş merkezli depremlerden etkilenen Malatya'da, enkaz altındayken arama kurtarma ekiplerinden simit isteyen 12 yaşındaki Abdulhalim Reşvani, yaşadıklarını unutamıyor.",Yaşam
140,282 binden fazla eser koleksiyonculara emanet,"Medeniyetler beşiği Anadolu üzerinde kurulmuş olan Türkiye Cumhuriyeti adeta bir Açıkhava müzesi gibi. Milyonlarca tarihi eser, devlete ait müzelerde ya da ören yerlerinde koruma altında tutularken, koleksiyonerlerin elindeki eser sayısı da 2023 itibariyle 282 bini aştı. Türkiye’de bin 582 koleksiyoner var.",Yaşam
141,Tarihi Şeyh Camii ve Külliyesi restore edilecek,Muğla’nın Menteşe ilçesindeki tarihi Şeyh Camii ve Külliyesi aslına uygun şekilde restore edilecek.,Yaşam
142,Kümbet Yaylası doğaseverlerin gözdesi haline geldi,"Kışın beyaza bürünen ormanlarının görüntüsüyle ilgi gören Giresun'un Kümbet Yaylası, doğaseverlerin rotasında yer alıyor. Geniş ladin ve köknar ormanlarının karla kaplandığı yaylaya gelenler doğa yürüyüşü, kızak gibi etkinliklerle vakit geçiriyor.",Yaşam
143,Depremin ardından Adıyaman: Esnafın çabası hayatı normalleştiriyor,"Asrın felaketinin ardından büyük yara alan Adıyaman’da esnaf, birlik olarak kentin yeniden ayağa kalkmasında önemli görev üstleniyor.",Yaşam
144,KADEM deprem bölgesinde 10 binden fazla kadına el uzattı,"Kadın ve Demokrasi Vakfı (KADEM) Yönetim Kurulu Başkanı Saliha Okur Gümrükçüoğlu, 6 Şubat'ta Kahramanmaraş merkezli meydana gelen depremlerin ardından bölgede çalışmaları yoğunlaştırdıklarını belirterek, bir yılda 10 binden fazla depremzede kadına ulaştıklarını söyledi.",Yaşam
145,Ovacık Kayak Merkezi birçok ilden kayak tutkunlarını ağırlıyor,"Tunceli'nin Ovacık ilçesinde bulunan kayak merkezi, kristal kara sahip pistleri ve konforlu oteliyle çevre illerden kayak tutkunlarını ağırlıyor. Dört ay açık kalan Tunceli'deki kayak merkezinde, her düzeyde kayakçıya hitap eden 1200 metre uzunluğunda pist bulunuyor.",Yaşam
146,İklim değişikliği aşırı hava oluşumlarını tetikledi,"İklim değişikliğinin etkisiyle geçen kasımda Karadeniz'i vuran Bettina Fırtınası, Türkiye'nin de aralarında bulunduğu birçok ülkede yoğun kar ve şiddetli yağışa neden oldu.",Yaşam
147,Depremde yitirdiği komşularının isimlerini rehberinden silemiyor,"Osmaniye'de, Kahramanmaraş merkezli depremlerde yıkılan binalarda 400'e yakın kişinin hayatını kaybettiği Esenevler Mahallesi'nin muhtarı Tarık Sesli, yitirdiği komşularının isimlerini telefonunun rehberinde tutmaya devam ediyor. Sesli, ""Y'ye basıyorum Yılmaz ağabey geliyor, B'ye basıyorum Bülent ağabey geliyor, içimden silmek gelmiyor"" diyor.",Yaşam
148,"Gaziantep'te 250 çift mutluluğa birlikte ""evet"" dedi",Gaziantep Büyükşehir Belediyesi tarafından düzenlenen toplu nikah töreniyle 250 çift dünya evine girdi.,Yaşam
149,2023’te 3 bini aşkın tarihi eser Türkiye’ye iade edildi,"Türkiye’den yurt dışına kaçırılan tarihi eserler 2023’te de ait olduğu topraklara dönmeye devam etti. ABD, Almanya, İtalya… Yıl boyunca dünyanın dört bir yanındaki ülkelerden 3 bin 18 eser, Türkiye’ye getirildi.",Yaşam
150,Dedesinden miras fotoğrafçılık mesleğinde yarım asrı geride bıraktı,"Burdur'da yaşayan dördüncü kuşak fotoğrafçı Mahmut Kanık, büyük dedesinin mirası fotoğrafçılık mesleğinde 52 yılı geride bırakmanın mutluluğunu yaşıyor.",Yaşam
151,Sakarya'daki festivalde yaklaşık 1 ton hamsi dağıtıldı,"Sakarya'nın Hendek ilçesinde düzenlenen ""5. Hamsi Festivali""nde yaklaşık 1 ton balık dağıtıldı.",Yaşam
152,'Doğanın bekçileri' kar altında yaban hayatını koruyor,"Van'da Tarım ve Orman Bakanlığı Doğa Koruma ve Milli Parklar (DKMP) 14. Bölge Müdürlüğü ekipleri, karlı arazilerde soğuk havaya rağmen saatlerce yürüyüp yaban hayvanlarını kaçak avcılardan korumaya çalışıyor.",Yaşam
153,"Güney Kore Büyükelçisi Lee, Türkiye'ye ""Memleketim"" ve ""Katibim"" şarkılarıyla veda etti","Güney Kore'nin Ankara Büyükelçisi Lee Won-Ik, Türkiye'deki görev süresinin sona ermesinin ardından saksafonla ""Memleketim"" ve ""Katibim"" şarkılarını çalarak Türkiye'ye veda etti.",Yaşam
154,Depremde oğlunu kaybeden dede torunuyla yaşama tutundu,"Kahramanmaraş merkezli depremlerde oğlu ve gelinini kaybeden Hüseyin Civan'ın, enkazdan sağ çıkan torunu Eymen, bacağına takılan protezle yeniden yürümeye başladı.",Yaşam
155,Yeşilçam oyuncusu Hikmet Taşdemir hayatını kaybetti,"Türk sinemasında canlandırdığı kötü karakterlerle tanınan ve ""Korkusuz Korkak"" filmindeki ""Gaddar Kerim"" rolüyle hafızalara kazınan Hikmet Taşdemir, 82 yaşında yaşamını yitirdi.",Yaşam
156,"Polis memuru, senaryosunu otobüslerde yazdığı filmle uluslararası başarı kazandı","İstanbul Maltepe'de görevli polis memuru Mustafa Ersöz, senaryosunu belediye otobüslerinde işe gidip gelirken yazıp kısıtlı imkanlarla çektiği ""Bozkırı Yeşillendirme Hikayesi"" isimli filmle, uluslararası festivallerde dereceye girdi.",Yaşam
157,Karla kaplanan köylerinde 40 yıl sonra ilk kışı geçiriyorlar,"İstanbul'dan memleketleri Kastamonu'nun Ağlı ilçesine dönen Demirci çifti, yazdan sonra kimsenin kalmadığı, karla kaplı Karapınar Mahallesi'nde 40 yıl aranın ardından ilk kışı geçiriyor.",Yaşam
158,Çocuklarda lenf bezi büyümesi ihmale gelmiyor,"Basit bir çizik, yara ya da soğuk algınlığı çocuklarda lenf bezi büyümesine yol açabiliyor. Ancak kanser gibi ciddi hastalıklar da lenf bezleri ile belirti verebiliyor. Bu nedenle lenf bezlerinin takibi büyük önem taşıyor.",Yaşam
159,TOKİ konutlarında yaşayan depremzedeler: Ölünceye kadar devletimizin arkasındayız,"Elazığ’da meydana gelen 6,8’lik depremin merkez üssü Sivrice ilçesinde, göl manzaralı evlerinde oturmanın mutluluğu yaşayan depremzedeler, ""Allah devletimizden razı olsun. Önceki evlerimiz sağlam değildi ve korkuyorduk. Ölünceye kadar devletimizin arkasındayız"" dedi.",Yaşam
160,Dragon kapsülünde Türk imzası: Kapalıçarşı'dan Space X'e,"İlk Türk astronot Alper Gezeravcı'yı uzaya taşıyan 'Dragon' kapsülünde de bir Türk'ün imzası bulunuyor. 36 yaşındaki Samet Saray, Space X’te çalıştığı sürede kapsülün yapımında görev aldı.",Yaşam
161,50 yıllık esnafın ekmek teknesi konteyner oldu,"Hatay'ın İskenderun ilçesinde depremde ekmek teknesi yıkılan Semir Bereketlioğlu, yaklaşık 50 yıllık mesleğini konteyner iş yerinde sürdürmeye devam ediyor.",Yaşam
162,Hamsinin göç etmesi balıkçılara erken paydos ettirdi,"Karadeniz'de bereketli geçen avlanma döneminin ardından son günlerde hamsi miktarındaki düşüş, sezonun bitmesine 3 ay kalmasına rağmen bazı balıkçıları erken paydos ettirdi.",Yaşam
163,"Grip, kalp hastalıklarına davetiye çıkarıyor","Üst solunum yolu enfeksiyonları kalp krizine, hatta kalp yetersizliğine varan sonuçlara yol açabiliyor. Kalp hastaları kadar sağlıklı kişiler de risk altında. Uzmanlar bu nedenle gribal enfeksiyon ağır geçiriliyorsa veya kalp şikayetlerine yol açarsa hekime başvurulmasını öneriyor.",Yaşam
164,59 yıldır arzuhalciliği sürdürüyor,"Gümüşhane'de yaşayan 83 yaşındaki Nazmi Araz, arzuhalcilik mesleğini 59 yıldır sürdürüyor.",Yaşam
165,"Türkiye'de ilk kez bir ""albino çakal"" görüntülendi","Türkiye'de ilk kez bir ""albino çakal"" görüntülendi. Tarım ve Orman Bakanı İbrahim Yumaklı, 'albino çakal'ın kayıt altına alındığını duyurdu.",Yaşam
166,"Dinleyicilerini ""Kafdağı'nın ardına"" yolculuğa çıkarıyor","Bursa'da yıllar önce çevresindekilere masal anlatmaya başlayan ve bunu mesleği haline getiren Seher Kander, etkinliklerde bir araya geldiği çocuklar ve yetişkinleri adeta ""Kafdağı'nın ardına"" yolculuğa çıkarıyor.",Yaşam
167,Astronot amcasından 'yıldız' istedi,"Türkiye'nin ilk uzay yolcusu ve astronotu Alper Gezeravcı'nın ailesi, oğullarının sağ salim dönmesini dilerken, yanında fotoğrafını götüreceği yeğeni ise amcasından ""yıldız"" istedi.",Yaşam
168,Düzenli kontrol rahim ağzı kanserini önlüyor,"Kadınlarda sık görülen kanser çeşitlerinden biri olan serviks (rahim ağzı) kanseri, aslında önlenebilir bir hastalık. Çünkü hastalığa neden olan Human Papilloma Virüsü (HPV) henüz kansere yol açmadan tespit edilebiliyor.",Yaşam
169,Çin'in nüfusu 2 milyon azalarak 1 milyar 409 milyona düştü,"Çin'in nüfusu, 2023'te yaklaşık 2 milyon azalarak, 2022'de başlayan uzun vadeli düşüş eğilimini devam ettirdi.",Yaşam
170,Tunceli’de kırmızı listedeki vaşak görüntülendi,"Tunceli’de, nesli tehdit altında olduğu için IUCN kırmızı listesinde yer alan vaşak görüntülendi.",Yaşam
171,Pençe Kilit şehitlerinin isimleri ay-yıldızlı rölyeflere işlendi,"Pençe Kilit Harekatı bölgesinde şehit olan 12 askerin adı ay, memleketini yıldız şeklinde bakır rölyefe işlendi.",Yaşam
172,Aynı aileden 4 kişi böbrek nakliyle sağlığına kavuştu,"İzmir'de kalıtsal hastalıkları bulunan aynı aileden 4 hasta, 8 yıl içinde aynı doktorun kadavradan yaptığı böbrek nakilleriyle sağlığına kavuştu.",Yaşam
173,Şehit ailesi oğullarının hatıralarını odasında yaşatıyor,"Diyarbakır'ın Sur ilçesinde terör örgütü PKK'ya yönelik operasyonlarda 27 Ocak 2016'da 27 yaşında şehit olan Piyade Uzman Çavuş Osman Ateş'in Tokat'ta yaşayan ailesi, oğullarının hatıralarını odasında yaşatıyor.",Yaşam
174,Depremden 6 saat sonra enkazdan çıkarılan Ayşe Sudem yürümeye başladı,"6 Şubat depremlerinin merkez üssü Kahramanmaraş'ta enkaz altından çıkarılan 13 yaşındaki Ayşe Sudem Akçam, çeşitli tedavilerin ardından 9 ay sonra yürümeye başladı.",Yaşam
175,Görme engelli Melis için arkadaşları ders kitaplarını seslendiriyor,"İzmir'de bir okul, engelleri aşan dayanışmaya sahne oluyor. Doğuştan görme engelli lise öğrencisi Melis Şen'in okul hayatındaki en büyük destekçileri öğretmenleri ve arkadaşları oldu. Melis'in tüm ders kitaplarını, arkadaşları gönüllü olarak sesli kitaba dönüştürüyor.",Yaşam
176,Sakarya'da beyaz örtüyle kaplanan Çam Dağı'nın eteklerini kardelenler süsledi,"Sakarya'nın Kocaali ve Hendek ilçeleri arasında bulunan 900 rakımlı Çam Dağı bölgesinde açan kardelenler, yeşil gövdesiyle ormanlara, beyaz çiçeğiyle kar örtüsüne ahenk kattı.",Yaşam
177,Otizmli Defne atletizmde başarı öyküsü yazmak için koşuyor,"Afyonkarahisar'da yaşayan 10 yaşındaki otizmli Defne Öykü Atılgan, atletizmde başarılı olup milli takım forması giyebilmek için çaba gösteriyor.",Yaşam
178,Üniformasını yeniden giymek isteyen gazi 14 kez ameliyat oldu,"Şırnak'ta uzman çavuş olarak görev yaptığı sırada 2017'de teröristlerin önceden araziye yerleştirdikleri el yapımı patlayıcının infilak etmesi sonucu gazi olan Abubekir Durmuş, 14'üncü ameliyatıyla baş ağrılarından kurtuldu.",Yaşam
179,Türkiye'de ilk kez aynı anda 4 organ nakli yapıldı,"Türkiye'de ilk defa tek bir hastanede, beyin ölümü gerçekleşen 16 yaşındaki çocuğun 4 organı; aynı anda 4 farklı hastaya nakledildi. Nakil operasyonları, Ankara Bilkent Şehir Hastanesi'nde gerçekleştirildi. 16 yaşındaki çocuğun kalbi, akciğeri, karaciğeri ve böbreği; nakil bekleyenlerin umudu oldu.",Yaşam
180,Herkesi fazla düşünmenin verdiği zarar: Hiper Empati Sendromu,"Empati, sağlıklı ilişkiler kurmak için önemli. Ancak sınırını iyi belirlemek, aşırıya kaçmamaya özen göstermek gerekiyor. Çünkü insanları anlamak için gereğinden fazla çaba harcamak, duygusal çöküntüye neden olabiliyor. Hiper empati denilen bu sendrom başka sorunlara da kapı aralıyor.",Yaşam
181,Yüksekte tek kişilik mesai: Kule vinç operatörlüğü,"Yerden metrelerce yükseklikte alın teri döken kule vinç operatörleri, mesailerini bir metrekarelik kabinin içinde tek başına geçiriyor.",Yaşam
182,Sarı noktada erken teşhis çok önemli,"Sarı nokta, ileri yaştakilerde görme kaybına neden olabilen kronik bir hastalık. Tedavi ve takibi ömür boyu süren bu rahatsızlık, erken evrede tespit edilirse iyi sonuçlar alınabiliyor.",Yaşam
