,Başlık,İçerik,Kategori
86,Depremden etkilenen çocuklara mektup arkadaşı aranıyor,"Kahramanmaraş depremlerinin açtığı yaraları 7’den 70’e herkes sarmaya çalışıyor. Milyonlarca kişinin yaşamını etkileyen felaket sonrası hassas grupların başında çocuklar geliyor. ""Mektup Arkadaşı"" projesi ile Türkiye'nin her köşesinden insanlar, depremden etkilenen çocuklarla gönül köprüsü kuruyor.",Çocuk
87,Deprem bölgesinden gelen çocukların okula adaptasyonu,Depremden bölgesinden göç eden çocuklar ya yeni okullarında eğitime başladı ya da başlayacak. Asrın felaketinden en çok zarar gören illerde ise okulların mart sonundan itibaren kademeli olarak açılması bekleniyor. Peki bu çapta büyük bir felaketi yaşayan çocuklar okullara nasıl adapte olacak? Uzmanlara göre en büyük görev öğretmenlere düşüyor.,Çocuk
88,Depremden etkilenen çocuklara Darüşşafaka eli,"Annesi ya da babası hayatta olmayan, maddi olanakları yetersiz öğrencilere 160 yıldır eğitim imkanı veren Darüşafaka Cemiyeti, deprem bölgesindeki çocuklara da elini uzattı. Afetzede ailelerin çocukları, Darüşşafaka ve Türkiye İş Bankası desteği ile 8 yıl tam burslu, yatılı eğitim görebilecek.",Çocuk
89,Çocuklarda depremin psikolojik etkisi,"Kimi yakınlarını kaybetti, kimi yaşıtlarının yaşadığı afeti kilometrelerce öteden takip etti. Çocuklar deprem bölgesinde olsun ya da olmasın, yaşanan felaketten ağır şekilde etkileniyor. Peki bu süreçte onlara nasıl yaklaşmak, Türkiye'nin acı gerçeği depremi nasıl anlatmak gerekiyor?",Çocuk
90,Kistik fibroziste erken teşhis hayati öneme sahip,"Akciğerden böbreklere pek çok organı etkileyen kistik fibrozis, genetik bir hastalık. Hayati önem taşıyan bu hastalık henüz yenidoğan döneminde teşhis edilerek tedavisine başlanıyor.",Çocuk
91,Türkiye’nin ilk ve tek YÖK onaylı çocuk üniversitesi Üsküdar’da,"Bilimden sanata, spordan teknolojiye... Hepsi birbirinden özel yetenekli öğrenciler Üsküdar Çocuk Üniversitesi çatısı altında eğitim alıyor. Belki de geleceğin bilim insanları, üstün yetenekli sanatçı ve sporcuları burada yetişiyor.",Çocuk
92,Dikkat Eksikliği ve Hiperaktivite bozukluğu: DEHB,"Halk arasında “hiperaktiflik” olarak adlandırılan, Dikkat Eksikliği ve Hiperaktivite Bozukluğu yani kısaca DEHB... Bu rahatsızlık, çocuk ve ergen ruh sağlığı ve hastalıkları bölümlerine yapılan başvuruların en sık nedenlerinden biri.",Çocuk
93,Sanal ortamdaki oyun ve arkadaşlık gerçeğin yerini tutmuyor,Oyun oynamak çocukların gelişimi açısından önemli. Ancak ilerleyen teknoloji ile oyunlar sokaklardan sanal dünyaya taşınınca yüz yüze sağlanan oyun iletişimi yerini çevrimiçi iletişime bıraktı. Bu durum oyun kültürünün çocuklara sunduğu sosyalleşmeye yönelik faydaları da ortadan kaldırmış oldu.,Çocuk
94,Her çocuk için farklı: Uyku eğitimi,"Bebeklerin ve çocukların bağımsız uyumayı öğrenmesi, doğru verilen uyku eğitimi ile sağlanıyor. Ancak henüz hazır olmayan bebeklere verilen uyku eğitimleri, psikolojik hasarlara yol açabiliyor.",Çocuk
95,Hedefi ebeveyn mi çocuk mu belirlemeli?,Herkes çocuğunun kendisinin bir adım ötesinde yaşam sürmesini istese de bu tür beklentiler çocukların üstündeki stres ve sorumluluğu artırabiliyor. Çünkü ebeveynler çocuklarına çoğunlukla 'kendileri için' ideal olan yaşamı hedef olarak çiziyor. Ebeveynin ideali ile çocuğunki örtüşmediğinde ise sorun başlıyor…,Çocuk
96,'Rafadan Tayfa: Galaktik Tayfa' yoğun ilgi görüyor,"TRT Çocuk'un sevilen kahramanları Rafadan Tayfa'nın merakla beklenen üçüncü sinema filmi seyirciyle buluştu. TRT ortak yapımı “Rafadan Tayfa: Galaktik Tayfa” 81 ilde vizyona girdi. Heyecan ve aksiyon dolu film, aileleriyle sinema salonlarını dolduran miniklerden tam not aldı.",Çocuk
97,Çocuklarda kışla birlikte RSV vakaları arttı,"Özellikle 0-6 yaş arası çocukları ve 65 yaş üzerindekileri etkileyen Respiratuvar Sinsityal Virüs (RSV) bu yıl her zamankinden daha fazla görülüyor. Ekim-nisan arası yoğun olarak rastlanan RSV, özellikle risk grubundaki bebeklerde ciddi sonuçlara yol açabiliyor.",Çocuk
98,Simülasyon oyunlar çocuk sağlığını nasıl etkiliyor?,Simülasyon oyunları gün geçtikçe gelişiyor. Gittikçe daha fazla şiddet içeren bu oyunlar özellikle çocuk ve gençleri etkisi altına alıyor. Gençler arasında kısa sürede popüler hale gelen yeni tehlikenin adı: “Yandere Simulator.”,Çocuk
99,Çocuklarda kışla birlikte görülen 5 hastalık,"RSV, İnfluenza, Strep A, Rinovirüs ve Koronavirüs… Özellikle son haftalarda çocuklarda tüm bu hastalıklarda artış gözleniyor. Uzmanlar artışı pandemi nedeniyle son iki yılın maskeli ve izole geçirilmesine bağlıyor. Vakaların daha fazla yayılmaması için hasta çocukların okula gönderilmemesi gerektiği söyleniyor.",Çocuk
100,7 soruda Strep A bakterisiyle ilgili merak edilenler,"Step A enfeksiyonları sıklıkla çocuklarda görülüyor. Genellikle bademcik ve boğaz iltihabı gibi hafif hastalıklara sebep oluyor. Ancak şiddetli ve derin yumuşak doku enfeksiyonlarında şoka, birden çok organ yetmezliğine, hatta ölüme varan sonuçlar görülebiliyor.",Çocuk
101,Animasyon sektörünün Türkiye'deki lokomotifi: TRT Çocuk,"Çizgi film denilince akla gelen animasyon, aslında reklamdan habere, sanattan bilime sayısız alanda kullanılıyor. Yetişkinlerin hayal gücünü ortaya koyarken çocukların görsel ve işitsel becerilerini geliştirmeye katkı sağlıyor.",Çocuk
102,Düzgün kalıcı dişlerin sırrı iyi bakılan süt dişleri,İlk süt dişinin çıkmasıyla beraber çocukların ağız ve diş sağlığına özen göstermek gerekiyor. Kalıcı dişlerin ağız yapısını bozmadan sağlıklı bir şekilde çıkmasının yolu süt dişlerine iyi bakmaktan geçiyor.,Çocuk
103,Oyuncaklar korku filmlerini aratmıyor,"Hiç korktuğunuz bir şeyi aynı zamanda merak ettiniz mi? Korku filmi izlemeyi sevenler bu duyguyu iyi bilir. Çünkü korktuğumuz pek çok şey bize ilginç de gelir. O nedenle korkarken bir yandan da parmaklarımızın arasından ""o şeye"" bakarız. Aynı şey çocuklar için de geçerli...",Çocuk
104,TRT Çocuk: Güvenilir içeriklerin dijital platformdaki adresi,"Sosyal medya fırsatlar kadar riskler de barındırıyor. Özellikle de çocuklar için... Dijital platformlardaki yenilikçi projeleriyle öne çıkan TRT Çocuk, psikolog, pedagog ve çocuk gelişim uzmanlarınca denetlenen içerikleriyle ailelere güven veriyor.",Çocuk
105,Bebek kütüphaneleri artıyor,Kitap okuma alışkanlığının küçük yaşlarda kazandırılması için Türkiye’nin dört bir yanında bebek kütüphaneleri açılmaya başlandı. Her ile bir bebek kütüphanesi kurmayı hedefleyen proje sayesinde geleceğin kitap kurtları şimdiden yetiştiriliyor.,Çocuk
106,Skolyozun erken teşhisi tedavide başarı şansını artırıyor,"Omurgada eğrilik yaratan skolyoz, ihmal edilmemesi gereken ciddi bir sorun. Skolyoz, gerek cerrahi müdahalelerle gerekse korse gibi uygulamalarla tedavi edilebiliyor. Erken teşhis ise tedavinin başarısında önemli rol oynuyor.",Çocuk
107,Yenidoğan tarama testleri hayati önem taşıyor,"Türkiye’de yeni doğan bebekler, dünyaya gözlerini açtıkları andan itibaren sadece topuktan alınan bir kan sayesinde pek çok hastalığa karşı taranıyor. Böylece erken teşhisin çok önemli olduğu bu ciddi hastalıklar başarıyla tedavi ediliyor.",Çocuk
108,Bebek influencerlar çocuk işçi mi?,“Bebeğimi nasıl sosyal medya fenomeni yapabilirim? Soru sıkıntılı ancak arama motorlarında oldukça popüler... Hukukçulara göre bu yolla para kazanma girişimi çocuk istismarı olarak kabul edilebilir.,Çocuk
109,"Uzmanlardan çevrim içi oyunlarda ""akran zorbalığı"" uyarısı","Çocuklar, birçok çevrim içi oyunu internet üzerinden beraber oynayabiliyor. Uzmanlar ise çevrim içi oyunların çocuk ve ergenlerde ""akran zorbalığına"" maruz kalma vakalarını artırdığı belirterek, ebeveynleri uyarıyor.",Çocuk
110,Siber dünyada çocuk hakları var mı?,"Sosyal medyada aile üyeleriyle birlikte yaptığınız paylaşımlar ileriki zamanlarda canınızı sıkabilir, hatta dava bile edilebilirsiniz. Hem de çocuklarınız tarafından… Çünkü onların da hakkı var.",Çocuk
111,Çocuklara okuma alışkanlığı nasıl kazandırılır?,"Kitap okuma alışkanlığının çocukların gelişiminde önemli bir yeri bulunuyor. Peki, teknolojinin bu kadar etkili olduğu bir dönemde çocuklara kitap okuma alışkanlığı nasıl kazandırılır? Detaylar haberimizde…",Çocuk
112,Türkiye’de çocukların yüzde 98’i aşılandı,Dünya genelinde çocukluk çağı aşılaması koronavirüs sebebiyle 2020’de önemli oranda azaldı. Türkiye’de ise durum tersine işledi. Sağlık Bakanlığı çocuklarda aşılama oranının yüzde 98 olduğunu açıkladı.,Çocuk
113,Her yıl 200 çocuk PKU'lu doğuyor,"Fenilketonüri ya da PKU, genetik bir hastalık. Türkiye PKU'nun en sık görüldüğü ülkelerden biri... Her yıl 200 çocuk bu hastalıkla doğuyor. Dolayısıyla Türk doktorlara daha çok sorumluluk düşüyor.",Çocuk
114,Disleksi okul öncesi dönemde belirti veriyor,"Disleksi, özgül öğrenme güçlüklerinden biri. Genellikle okul hayatının başlamasıyla birlikte ortaya çıkıyor. Oysa biraz dikkat, erken teşhisi mümkün kılıyor. Böylece çocuklar, yaşıtlarıyla aralarındaki farkı kapatabiliyor.",Çocuk
115,Üstün yetenekli öğrencilere BİLSEM’le eğitim desteği,"Gerek zihinsel anlamda, gerek müzik ve resim gibi sanatsal alanlarda üstün yeteneğe sahip öğrenciler, Bilim ve Sanat Merkezleri Sınavı’yla (BİLSEM) tespit edilerek, özel eğitim alıyor.",Çocuk
